Source,Target,Type,Weight
2477,10190,Undirected,1
2477,10433,Undirected,1
2477,10547,Undirected,1
2477,10240,Undirected,1
2903,10100,Undirected,1
261,10355,Undirected,1
261,10738,Undirected,1
261,10284,Undirected,1
261,10699,Undirected,1
261,10708,Undirected,1
1627,10092,Undirected,1
1627,10004,Undirected,1
1627,10561,Undirected,1
1627,10234,Undirected,1
2007,10630,Undirected,1
302,10007,Undirected,1
302,10554,Undirected,1
801,10314,Undirected,1
801,10316,Undirected,1
801,10064,Undirected,1
801,10583,Undirected,1
801,10315,Undirected,1
2709,10368,Undirected,1
807,10092,Undirected,1
807,10004,Undirected,1
807,10234,Undirected,1
2879,10252,Undirected,1
2879,10682,Undirected,1
2879,10218,Undirected,1
2879,10686,Undirected,1
1062,10496,Undirected,1
621,10746,Undirected,1
621,10022,Undirected,1
207,10744,Undirected,1
207,10093,Undirected,1
207,10741,Undirected,1
207,10109,Undirected,1
207,10188,Undirected,1
207,10079,Undirected,1
207,10719,Undirected,1
207,10664,Undirected,1
207,10560,Undirected,1
207,10658,Undirected,1
207,10291,Undirected,1
207,10514,Undirected,1
2831,10446,Undirected,1
2831,10483,Undirected,1
2122,10624,Undirected,1
2122,10527,Undirected,1
3168,10308,Undirected,1
3168,10150,Undirected,1
3168,10309,Undirected,1
3168,10307,Undirected,1
3168,10116,Undirected,1
3168,10443,Undirected,1
3168,10306,Undirected,1
3168,10751,Undirected,1
3168,10617,Undirected,1
3037,10313,Undirected,1
3037,10691,Undirected,1
3037,10393,Undirected,1
3037,10435,Undirected,1
3037,10066,Undirected,1
2821,10457,Undirected,1
2821,10128,Undirected,1
2821,10786,Undirected,1
1923,10734,Undirected,1
1923,10167,Undirected,1
1923,10735,Undirected,1
1923,10410,Undirected,1
1923,10736,Undirected,1
1923,10169,Undirected,1
1923,10364,Undirected,1
1923,10737,Undirected,1
2258,10489,Undirected,1
2258,10486,Undirected,1
522,10520,Undirected,1
522,10390,Undirected,1
1460,10015,Undirected,1
1460,10732,Undirected,1
1460,10534,Undirected,1
1460,10656,Undirected,1
959,10066,Undirected,1
959,10313,Undirected,1
959,10691,Undirected,1
959,10067,Undirected,1
959,10044,Undirected,1
959,10618,Undirected,1
1482,10520,Undirected,1
2678,10000,Undirected,1
2678,10457,Undirected,1
1640,10000,Undirected,1
2553,10053,Undirected,1
2553,10189,Undirected,1
2553,10490,Undirected,1
2553,10524,Undirected,1
2553,10414,Undirected,1
2553,10579,Undirected,1
2553,10111,Undirected,1
2553,10320,Undirected,1
2553,10573,Undirected,1
2553,10786,Undirected,1
2553,10096,Undirected,1
3225,10520,Undirected,1
3225,10077,Undirected,1
3225,10627,Undirected,1
3225,10165,Undirected,1
1214,10561,Undirected,1
1214,10092,Undirected,1
1214,10004,Undirected,1
1214,10234,Undirected,1
2626,10077,Undirected,1
2626,10509,Undirected,1
2626,10445,Undirected,1
2626,10641,Undirected,1
2626,10627,Undirected,1
2626,10809,Undirected,1
2646,10368,Undirected,1
1331,10432,Undirected,1
1813,10313,Undirected,1
1813,10201,Undirected,1
2783,10092,Undirected,1
3314,10457,Undirected,1
3314,10786,Undirected,1
3314,10128,Undirected,1
243,10092,Undirected,1
243,10561,Undirected,1
243,10004,Undirected,1
243,10234,Undirected,1
3406,10230,Undirected,1
2846,10120,Undirected,1
2949,10140,Undirected,1
1037,10227,Undirected,1
1037,10065,Undirected,1
1805,10368,Undirected,1
1805,10052,Undirected,1
1805,10679,Undirected,1
1805,10524,Undirected,1
1805,10401,Undirected,1
1805,10461,Undirected,1
1805,10648,Undirected,1
1805,10132,Undirected,1
1805,10221,Undirected,1
1805,10099,Undirected,1
1805,10463,Undirected,1
823,10047,Undirected,1
823,10432,Undirected,1
823,10021,Undirected,1
823,10776,Undirected,1
823,10146,Undirected,1
823,10746,Undirected,1
823,10653,Undirected,1
2638,10314,Undirected,1
2638,10315,Undirected,1
2638,10316,Undirected,1
988,10158,Undirected,1
1472,10313,Undirected,1
1472,10468,Undirected,1
1472,10228,Undirected,1
2749,10438,Undirected,1
2749,10461,Undirected,1
2749,10528,Undirected,1
1305,10542,Undirected,1
1305,10077,Undirected,1
1305,10627,Undirected,1
1305,10641,Undirected,1
1230,10104,Undirected,1
1230,10103,Undirected,1
1230,10105,Undirected,1
1230,10781,Undirected,1
1946,10605,Undirected,1
1946,10627,Undirected,1
1946,10226,Undirected,1
1946,10698,Undirected,1
1946,10606,Undirected,1
1946,10149,Undirected,1
1946,10227,Undirected,1
1946,10411,Undirected,1
1946,10255,Undirected,1
1946,10467,Undirected,1
1946,10642,Undirected,1
1509,10328,Undirected,1
1121,10062,Undirected,1
1121,10021,Undirected,1
1121,10119,Undirected,1
1121,10002,Undirected,1
1121,10033,Undirected,1
481,10269,Undirected,1
481,10375,Undirected,1
481,10271,Undirected,1
2037,10166,Undirected,1
359,10313,Undirected,1
3265,10520,Undirected,1
3265,10641,Undirected,1
3265,10509,Undirected,1
3265,10627,Undirected,1
3265,10077,Undirected,1
3265,10445,Undirected,1
3265,10046,Undirected,1
3265,10542,Undirected,1
3265,10809,Undirected,1
3269,10414,Undirected,1
3269,10189,Undirected,1
3200,10092,Undirected,1
2109,10092,Undirected,1
2109,10004,Undirected,1
2109,10429,Undirected,1
2109,10234,Undirected,1
2109,10561,Undirected,1
2778,10091,Undirected,1
2778,10189,Undirected,1
2778,10639,Undirected,1
2778,10638,Undirected,1
2778,10264,Undirected,1
2778,10414,Undirected,1
2778,10526,Undirected,1
2778,10368,Undirected,1
2778,10565,Undirected,1
905,10742,Undirected,1
905,10517,Undirected,1
2849,10496,Undirected,1
2849,10495,Undirected,1
2849,10125,Undirected,1
2849,10750,Undirected,1
2849,10148,Undirected,1
1225,10277,Undirected,1
1079,10378,Undirected,1
2123,10520,Undirected,1
2123,10091,Undirected,1
2123,10368,Undirected,1
2123,10432,Undirected,1
2123,10086,Undirected,1
2123,10619,Undirected,1
2123,10052,Undirected,1
2123,10547,Undirected,1
2123,10567,Undirected,1
2123,10786,Undirected,1
2123,10203,Undirected,1
2123,10624,Undirected,1
2123,10728,Undirected,1
2123,10020,Undirected,1
2123,10543,Undirected,1
2123,10240,Undirected,1
2123,10762,Undirected,1
2123,10320,Undirected,1
2240,10461,Undirected,1
2240,10019,Undirected,1
2240,10258,Undirected,1
2240,10463,Undirected,1
2240,10464,Undirected,1
2240,10465,Undirected,1
1349,10322,Undirected,1
325,10273,Undirected,1
325,10417,Undirected,1
325,10105,Undirected,1
325,10412,Undirected,1
325,10515,Undirected,1
325,10522,Undirected,1
325,10622,Undirected,1
325,10485,Undirected,1
325,10152,Undirected,1
2312,10639,Undirected,1
2312,10638,Undirected,1
2312,10091,Undirected,1
2312,10189,Undirected,1
2312,10071,Undirected,1
2168,10092,Undirected,1
2168,10004,Undirected,1
2168,10234,Undirected,1
2360,10079,Undirected,1
2360,10685,Undirected,1
2360,10719,Undirected,1
2360,10684,Undirected,1
2360,10560,Undirected,1
3025,10627,Undirected,1
2854,10189,Undirected,1
2854,10480,Undirected,1
2717,10066,Undirected,1
2717,10755,Undirected,1
3274,10314,Undirected,1
956,10520,Undirected,1
956,10142,Undirected,1
956,10165,Undirected,1
3236,10052,Undirected,1
3236,10189,Undirected,1
3236,10414,Undirected,1
3236,10490,Undirected,1
1746,10020,Undirected,1
1746,10052,Undirected,1
1746,10402,Undirected,1
1024,10007,Undirected,1
847,10007,Undirected,1
847,10797,Undirected,1
847,10397,Undirected,1
847,10403,Undirected,1
3226,10520,Undirected,1
3226,10165,Undirected,1
3226,10077,Undirected,1
1491,10520,Undirected,1
1491,10142,Undirected,1
1491,10042,Undirected,1
1491,10165,Undirected,1
3390,10669,Undirected,1
2601,10252,Undirected,1
2601,10227,Undirected,1
2601,10361,Undirected,1
2601,10682,Undirected,1
2601,10242,Undirected,1
2601,10256,Undirected,1
2601,10532,Undirected,1
2601,10218,Undirected,1
250,10627,Undirected,1
79,10000,Undirected,1
79,10779,Undirected,1
79,10457,Undirected,1
2711,10303,Undirected,1
2556,10151,Undirected,1
2556,10022,Undirected,1
1179,10509,Undirected,1
1179,10520,Undirected,1
1179,10627,Undirected,1
1179,10383,Undirected,1
1089,10189,Undirected,1
1089,10414,Undirected,1
965,10313,Undirected,1
965,10393,Undirected,1
204,10216,Undirected,1
204,10357,Undirected,1
894,10198,Undirected,1
894,10592,Undirected,1
3343,10300,Undirected,1
1858,10158,Undirected,1
1858,10007,Undirected,1
1858,10361,Undirected,1
523,10142,Undirected,1
523,10520,Undirected,1
470,10432,Undirected,1
470,10433,Undirected,1
470,10517,Undirected,1
470,10132,Undirected,1
470,10223,Undirected,1
470,10774,Undirected,1
470,10742,Undirected,1
470,10144,Undirected,1
470,10740,Undirected,1
347,10022,Undirected,1
347,10156,Undirected,1
3289,10485,Undirected,1
3403,10430,Undirected,1
3403,10560,Undirected,1
3403,10663,Undirected,1
3403,10079,Undirected,1
2692,10744,Undirected,1
2692,10079,Undirected,1
2692,10560,Undirected,1
2692,10409,Undirected,1
2692,10387,Undirected,1
2692,10276,Undirected,1
2692,10514,Undirected,1
2692,10374,Undirected,1
2692,10109,Undirected,1
2692,10275,Undirected,1
2692,10381,Undirected,1
1668,10092,Undirected,1
3042,10200,Undirected,1
3042,10199,Undirected,1
917,10252,Undirected,1
917,10242,Undirected,1
917,10082,Undirected,1
476,10414,Undirected,1
476,10189,Undirected,1
476,10639,Undirected,1
2707,10520,Undirected,1
2707,10142,Undirected,1
2624,10432,Undirected,1
2624,10261,Undirected,1
2624,10461,Undirected,1
2624,10252,Undirected,1
2624,10464,Undirected,1
2624,10391,Undirected,1
981,10091,Undirected,1
981,10433,Undirected,1
981,10240,Undirected,1
981,10418,Undirected,1
981,10099,Undirected,1
981,10327,Undirected,1
3012,10081,Undirected,1
3012,10726,Undirected,1
3012,10267,Undirected,1
553,10092,Undirected,1
1964,10081,Undirected,1
2926,10241,Undirected,1
2926,10087,Undirected,1
2926,10612,Undirected,1
1270,10066,Undirected,1
1270,10530,Undirected,1
1270,10691,Undirected,1
1270,10067,Undirected,1
1270,10755,Undirected,1
1270,10767,Undirected,1
1634,10092,Undirected,1
1634,10007,Undirected,1
1634,10004,Undirected,1
1265,10079,Undirected,1
1265,10214,Undirected,1
1265,10081,Undirected,1
1265,10188,Undirected,1
1265,10291,Undirected,1
1265,10726,Undirected,1
1265,10374,Undirected,1
1265,10145,Undirected,1
1265,10168,Undirected,1
1265,10664,Undirected,1
1265,10267,Undirected,1
1265,10169,Undirected,1
2281,10645,Undirected,1
2754,10368,Undirected,1
2754,10402,Undirected,1
1087,10200,Undirected,1
2596,10282,Undirected,1
215,10443,Undirected,1
608,10509,Undirected,1
608,10520,Undirected,1
608,10627,Undirected,1
608,10542,Undirected,1
608,10046,Undirected,1
747,10278,Undirected,1
747,10778,Undirected,1
747,10602,Undirected,1
747,10279,Undirected,1
747,10085,Undirected,1
1369,10091,Undirected,1
1369,10638,Undirected,1
1369,10071,Undirected,1
1369,10490,Undirected,1
1369,10096,Undirected,1
1369,10722,Undirected,1
1369,10639,Undirected,1
1369,10526,Undirected,1
170,10328,Undirected,1
3112,10368,Undirected,1
3112,10189,Undirected,1
3112,10579,Undirected,1
2065,10517,Undirected,1
2065,10742,Undirected,1
1864,10416,Undirected,1
1864,10415,Undirected,1
1249,10414,Undirected,1
1249,10189,Undirected,1
2233,10242,Undirected,1
2233,10361,Undirected,1
2233,10252,Undirected,1
2233,10682,Undirected,1
2233,10082,Undirected,1
2233,10291,Undirected,1
2233,10441,Undirected,1
2233,10257,Undirected,1
2233,10218,Undirected,1
2233,10772,Undirected,1
1297,10584,Undirected,1
1624,10200,Undirected,1
3116,10302,Undirected,1
896,10092,Undirected,1
896,10561,Undirected,1
896,10004,Undirected,1
896,10234,Undirected,1
2758,10557,Undirected,1
2758,10046,Undirected,1
2758,10606,Undirected,1
1177,10004,Undirected,1
1177,10092,Undirected,1
1177,10234,Undirected,1
2144,10618,Undirected,1
2144,10339,Undirected,1
2144,10313,Undirected,1
2144,10577,Undirected,1
610,10189,Undirected,1
610,10053,Undirected,1
610,10524,Undirected,1
610,10573,Undirected,1
610,10264,Undirected,1
610,10727,Undirected,1
610,10490,Undirected,1
610,10565,Undirected,1
610,10091,Undirected,1
2475,10060,Undirected,1
2475,10553,Undirected,1
2475,10662,Undirected,1
2475,10786,Undirected,1
2475,10634,Undirected,1
2475,10734,Undirected,1
2475,10627,Undirected,1
2475,10280,Undirected,1
2475,10365,Undirected,1
2475,10696,Undirected,1
2475,10021,Undirected,1
2475,10146,Undirected,1
2475,10238,Undirected,1
2475,10046,Undirected,1
2475,10396,Undirected,1
2475,10509,Undirected,1
2475,10072,Undirected,1
2475,10698,Undirected,1
2475,10658,Undirected,1
2475,10359,Undirected,1
2475,10115,Undirected,1
2475,10022,Undirected,1
2475,10156,Undirected,1
2475,10118,Undirected,1
2475,10227,Undirected,1
2475,10014,Undirected,1
2475,10065,Undirected,1
2475,10364,Undirected,1
2475,10411,Undirected,1
2475,10436,Undirected,1
2475,10112,Undirected,1
2475,10400,Undirected,1
2475,10469,Undirected,1
2475,10399,Undirected,1
2475,10605,Undirected,1
2475,10537,Undirected,1
2475,10606,Undirected,1
1945,10446,Undirected,1
1945,10501,Undirected,1
1430,10607,Undirected,1
436,10092,Undirected,1
436,10579,Undirected,1
436,10007,Undirected,1
2923,10557,Undirected,1
2923,10605,Undirected,1
864,10013,Undirected,1
864,10193,Undirected,1
864,10365,Undirected,1
864,10443,Undirected,1
864,10170,Undirected,1
864,10022,Undirected,1
3189,10241,Undirected,1
2287,10052,Undirected,1
2287,10368,Undirected,1
2287,10020,Undirected,1
918,10000,Undirected,1
918,10070,Undirected,1
1264,10595,Undirected,1
2387,10224,Undirected,1
2387,10373,Undirected,1
3016,10120,Undirected,1
2744,10786,Undirected,1
2744,10619,Undirected,1
589,10509,Undirected,1
589,10542,Undirected,1
589,10520,Undirected,1
589,10077,Undirected,1
589,10046,Undirected,1
736,10282,Undirected,1
2598,10313,Undirected,1
2598,10201,Undirected,1
2598,10127,Undirected,1
2598,10290,Undirected,1
2598,10289,Undirected,1
2629,10503,Undirected,1
2629,10161,Undirected,1
2340,10189,Undirected,1
2340,10053,Undirected,1
2340,10052,Undirected,1
2340,10414,Undirected,1
2340,10524,Undirected,1
2340,10565,Undirected,1
2340,10670,Undirected,1
2340,10264,Undirected,1
2340,10490,Undirected,1
2340,10573,Undirected,1
2340,10568,Undirected,1
2340,10320,Undirected,1
2340,10221,Undirected,1
2861,10605,Undirected,1
2861,10606,Undirected,1
548,10432,Undirected,1
1208,10314,Undirected,1
1208,10315,Undirected,1
1894,10542,Undirected,1
1894,10520,Undirected,1
503,10800,Undirected,1
503,10061,Undirected,1
1000,10007,Undirected,1
1000,10409,Undirected,1
1000,10630,Undirected,1
1000,10108,Undirected,1
1045,10022,Undirected,1
2231,10061,Undirected,1
2231,10746,Undirected,1
1830,10368,Undirected,1
2015,10227,Undirected,1
2015,10460,Undirected,1
2015,10022,Undirected,1
2015,10065,Undirected,1
2015,10061,Undirected,1
2015,10605,Undirected,1
2015,10657,Undirected,1
2015,10191,Undirected,1
2399,10459,Undirected,1
2399,10801,Undirected,1
2399,10249,Undirected,1
3165,10517,Undirected,1
3165,10742,Undirected,1
1639,10252,Undirected,1
1639,10082,Undirected,1
1639,10242,Undirected,1
1137,10092,Undirected,1
1137,10234,Undirected,1
1137,10004,Undirected,1
1793,10207,Undirected,1
718,10781,Undirected,1
718,10518,Undirected,1
727,10639,Undirected,1
727,10099,Undirected,1
727,10526,Undirected,1
2226,10644,Undirected,1
2226,10022,Undirected,1
2091,10502,Undirected,1
2091,10626,Undirected,1
2001,10517,Undirected,1
2001,10742,Undirected,1
3281,10000,Undirected,1
3281,10189,Undirected,1
3281,10414,Undirected,1
3281,10524,Undirected,1
3013,10081,Undirected,1
3013,10726,Undirected,1
3013,10267,Undirected,1
272,10565,Undirected,1
272,10638,Undirected,1
272,10091,Undirected,1
272,10639,Undirected,1
272,10099,Undirected,1
2358,10079,Undirected,1
2358,10560,Undirected,1
2358,10684,Undirected,1
2298,10630,Undirected,1
2298,10459,Undirected,1
1115,10216,Undirected,1
2964,10368,Undirected,1
2295,10517,Undirected,1
2295,10769,Undirected,1
2295,10742,Undirected,1
2295,10328,Undirected,1
2295,10224,Undirected,1
260,10491,Undirected,1
260,10457,Undirected,1
260,10136,Undirected,1
260,10654,Undirected,1
260,10189,Undirected,1
260,10338,Undirected,1
260,10786,Undirected,1
260,10000,Undirected,1
260,10091,Undirected,1
1112,10300,Undirected,1
837,10443,Undirected,1
2239,10433,Undirected,1
2239,10432,Undirected,1
2239,10742,Undirected,1
2239,10774,Undirected,1
2239,10517,Undirected,1
2239,10223,Undirected,1
2239,10144,Undirected,1
2239,10132,Undirected,1
2239,10328,Undirected,1
2239,10683,Undirected,1
1011,10462,Undirected,1
1149,10092,Undirected,1
1149,10007,Undirected,1
1149,10004,Undirected,1
3182,10079,Undirected,1
3182,10145,Undirected,1
3182,10098,Undirected,1
3182,10560,Undirected,1
3182,10651,Undirected,1
3182,10430,Undirected,1
3182,10664,Undirected,1
3182,10424,Undirected,1
2089,10432,Undirected,1
1224,10765,Undirected,1
1224,10489,Undirected,1
2542,10682,Undirected,1
2542,10252,Undirected,1
2542,10538,Undirected,1
2542,10218,Undirected,1
2542,10242,Undirected,1
2542,10082,Undirected,1
382,10320,Undirected,1
382,10568,Undirected,1
634,10368,Undirected,1
634,10648,Undirected,1
1744,10735,Undirected,1
1744,10734,Undirected,1
1744,10737,Undirected,1
1744,10167,Undirected,1
1744,10736,Undirected,1
1878,10432,Undirected,1
877,10512,Undirected,1
877,10266,Undirected,1
877,10326,Undirected,1
877,10511,Undirected,1
464,10512,Undirected,1
464,10586,Undirected,1
2809,10286,Undirected,1
52,10604,Undirected,1
52,10649,Undirected,1
52,10240,Undirected,1
52,10269,Undirected,1
52,10439,Undirected,1
52,10323,Undirected,1
52,10228,Undirected,1
710,10584,Undirected,1
3335,10527,Undirected,1
892,10022,Undirected,1
892,10746,Undirected,1
816,10786,Undirected,1
816,10446,Undirected,1
816,10432,Undirected,1
816,10701,Undirected,1
816,10641,Undirected,1
816,10803,Undirected,1
816,10141,Undirected,1
986,10304,Undirected,1
21,10641,Undirected,1
21,10445,Undirected,1
21,10782,Undirected,1
21,10520,Undirected,1
626,10123,Undirected,1
626,10302,Undirected,1
1465,10509,Undirected,1
2444,10100,Undirected,1
2444,10160,Undirected,1
2444,10259,Undirected,1
1926,10004,Undirected,1
1926,10234,Undirected,1
1926,10092,Undirected,1
1900,10368,Undirected,1
2908,10061,Undirected,1
2908,10120,Undirected,1
2908,10118,Undirected,1
1835,10092,Undirected,1
1835,10004,Undirected,1
1835,10516,Undirected,1
1835,10561,Undirected,1
1835,10234,Undirected,1
1085,10216,Undirected,1
750,10209,Undirected,1
750,10314,Undirected,1
750,10200,Undirected,1
750,10332,Undirected,1
3391,10386,Undirected,1
279,10520,Undirected,1
11,10304,Undirected,1
1605,10189,Undirected,1
786,10158,Undirected,1
786,10100,Undirected,1
2432,10137,Undirected,1
3292,10066,Undirected,1
3292,10180,Undirected,1
3292,10184,Undirected,1
3292,10609,Undirected,1
3292,10588,Undirected,1
3292,10181,Undirected,1
3292,10611,Undirected,1
3292,10185,Undirected,1
2485,10252,Undirected,1
2485,10455,Undirected,1
2485,10682,Undirected,1
2485,10242,Undirected,1
2798,10314,Undirected,1
2798,10332,Undirected,1
2798,10315,Undirected,1
2798,10127,Undirected,1
572,10240,Undirected,1
572,10728,Undirected,1
572,10223,Undirected,1
572,10091,Undirected,1
845,10200,Undirected,1
3065,10200,Undirected,1
3065,10199,Undirected,1
2253,10630,Undirected,1
2253,10493,Undirected,1
5,10071,Undirected,1
5,10017,Undirected,1
5,10638,Undirected,1
5,10639,Undirected,1
5,10091,Undirected,1
5,10414,Undirected,1
5,10189,Undirected,1
5,10099,Undirected,1
5,10490,Undirected,1
5,10565,Undirected,1
5,10722,Undirected,1
1911,10520,Undirected,1
1911,10402,Undirected,1
2937,10104,Undirected,1
2937,10103,Undirected,1
2937,10107,Undirected,1
1436,10300,Undirected,1
1535,10084,Undirected,1
1535,10386,Undirected,1
1535,10321,Undirected,1
1535,10154,Undirected,1
3107,10517,Undirected,1
3107,10742,Undirected,1
3107,10373,Undirected,1
1756,10189,Undirected,1
3332,10252,Undirected,1
3332,10242,Undirected,1
3332,10682,Undirected,1
946,10489,Undirected,1
1758,10509,Undirected,1
3209,10055,Undirected,1
3209,10146,Undirected,1
3209,10433,Undirected,1
3209,10691,Undirected,1
3209,10313,Undirected,1
2479,10593,Undirected,1
2479,10512,Undirected,1
2479,10568,Undirected,1
2479,10069,Undirected,1
2479,10004,Undirected,1
2479,10497,Undirected,1
2479,10346,Undirected,1
2366,10520,Undirected,1
241,10606,Undirected,1
241,10557,Undirected,1
666,10061,Undirected,1
666,10022,Undirected,1
666,10060,Undirected,1
555,10200,Undirected,1
1898,10765,Undirected,1
1898,10232,Undirected,1
1898,10047,Undirected,1
1898,10004,Undirected,1
1898,10320,Undirected,1
1898,10231,Undirected,1
1898,10121,Undirected,1
1783,10092,Undirected,1
1783,10561,Undirected,1
1783,10516,Undirected,1
1783,10234,Undirected,1
1783,10004,Undirected,1
1783,10580,Undirected,1
2279,10557,Undirected,1
2279,10606,Undirected,1
3342,10000,Undirected,1
2409,10461,Undirected,1
1560,10367,Undirected,1
882,10189,Undirected,1
882,10787,Undirected,1
882,10099,Undirected,1
1956,10278,Undirected,1
1956,10359,Undirected,1
1956,10365,Undirected,1
1956,10022,Undirected,1
1956,10627,Undirected,1
1956,10060,Undirected,1
1956,10062,Undirected,1
1956,10470,Undirected,1
1956,10065,Undirected,1
1956,10509,Undirected,1
1956,10194,Undirected,1
1956,10061,Undirected,1
1591,10091,Undirected,1
1591,10639,Undirected,1
1591,10638,Undirected,1
809,10645,Undirected,1
809,10191,Undirected,1
2781,10189,Undirected,1
2781,10052,Undirected,1
2781,10524,Undirected,1
2781,10414,Undirected,1
440,10560,Undirected,1
440,10109,Undirected,1
780,10290,Undirected,1
780,10393,Undirected,1
780,10313,Undirected,1
780,10066,Undirected,1
2262,10092,Undirected,1
2262,10234,Undirected,1
2262,10516,Undirected,1
1809,10077,Undirected,1
1809,10627,Undirected,1
1809,10520,Undirected,1
1719,10104,Undirected,1
1719,10103,Undirected,1
1719,10781,Undirected,1
1719,10105,Undirected,1
606,10658,Undirected,1
606,10109,Undirected,1
606,10407,Undirected,1
606,10079,Undirected,1
606,10744,Undirected,1
606,10741,Undirected,1
606,10514,Undirected,1
606,10663,Undirected,1
606,10719,Undirected,1
606,10093,Undirected,1
606,10560,Undirected,1
606,10684,Undirected,1
2757,10313,Undirected,1
389,10517,Undirected,1
1278,10517,Undirected,1
1278,10087,Undirected,1
1278,10745,Undirected,1
2054,10230,Undirected,1
391,10368,Undirected,1
76,10007,Undirected,1
2533,10648,Undirected,1
2533,10461,Undirected,1
2533,10499,Undirected,1
2533,10438,Undirected,1
2533,10756,Undirected,1
2533,10402,Undirected,1
2533,10021,Undirected,1
2533,10022,Undirected,1
1238,10142,Undirected,1
1238,10520,Undirected,1
900,10000,Undirected,1
900,10489,Undirected,1
2958,10223,Undirected,1
2958,10091,Undirected,1
2958,10728,Undirected,1
2958,10547,Undirected,1
2958,10240,Undirected,1
2958,10638,Undirected,1
2274,10366,Undirected,1
2274,10693,Undirected,1
2274,10367,Undirected,1
2274,10074,Undirected,1
1665,10200,Undirected,1
1999,10025,Undirected,1
1999,10768,Undirected,1
1999,10313,Undirected,1
1096,10046,Undirected,1
1096,10606,Undirected,1
1096,10627,Undirected,1
1096,10382,Undirected,1
1096,10605,Undirected,1
1096,10557,Undirected,1
1096,10383,Undirected,1
1096,10085,Undirected,1
1096,10680,Undirected,1
75,10557,Undirected,1
75,10605,Undirected,1
75,10627,Undirected,1
75,10606,Undirected,1
75,10085,Undirected,1
75,10620,Undirected,1
75,10169,Undirected,1
75,10046,Undirected,1
75,10167,Undirected,1
75,10734,Undirected,1
75,10168,Undirected,1
75,10382,Undirected,1
75,10312,Undirected,1
75,10675,Undirected,1
3311,10092,Undirected,1
1066,10368,Undirected,1
1066,10189,Undirected,1
1066,10433,Undirected,1
1066,10053,Undirected,1
1066,10786,Undirected,1
1066,10520,Undirected,1
1066,10373,Undirected,1
1066,10762,Undirected,1
1066,10565,Undirected,1
1066,10673,Undirected,1
1066,10174,Undirected,1
1066,10550,Undirected,1
1097,10520,Undirected,1
1097,10142,Undirected,1
3146,10368,Undirected,1
1594,10200,Undirected,1
2083,10459,Undirected,1
2083,10250,Undirected,1
1479,10313,Undirected,1
2056,10448,Undirected,1
2056,10443,Undirected,1
2056,10469,Undirected,1
2056,10696,Undirected,1
2056,10507,Undirected,1
2056,10606,Undirected,1
2056,10073,Undirected,1
2056,10627,Undirected,1
2056,10749,Undirected,1
1182,10065,Undirected,1
444,10637,Undirected,1
526,10313,Undirected,1
526,10435,Undirected,1
1521,10657,Undirected,1
126,10092,Undirected,1
126,10004,Undirected,1
126,10561,Undirected,1
126,10234,Undirected,1
454,10313,Undirected,1
1252,10022,Undirected,1
1252,10746,Undirected,1
1239,10520,Undirected,1
1239,10142,Undirected,1
1239,10102,Undirected,1
1415,10165,Undirected,1
1415,10786,Undirected,1
1415,10109,Undirected,1
2012,10338,Undirected,1
2012,10457,Undirected,1
2012,10491,Undirected,1
2012,10779,Undirected,1
2012,10189,Undirected,1
2012,10136,Undirected,1
2012,10654,Undirected,1
2012,10000,Undirected,1
2012,10443,Undirected,1
1637,10520,Undirected,1
1637,10142,Undirected,1
907,10060,Undirected,1
907,10463,Undirected,1
907,10365,Undirected,1
907,10192,Undirected,1
907,10227,Undirected,1
907,10013,Undirected,1
907,10022,Undirected,1
907,10170,Undirected,1
907,10413,Undirected,1
907,10443,Undirected,1
907,10129,Undirected,1
907,10442,Undirected,1
907,10411,Undirected,1
305,10207,Undirected,1
1935,10795,Undirected,1
1935,10200,Undirected,1
1299,10386,Undirected,1
1299,10763,Undirected,1
1299,10008,Undirected,1
1299,10084,Undirected,1
1299,10660,Undirected,1
714,10191,Undirected,1
714,10605,Undirected,1
714,10065,Undirected,1
714,10195,Undirected,1
714,10400,Undirected,1
714,10227,Undirected,1
714,10399,Undirected,1
760,10669,Undirected,1
3074,10092,Undirected,1
3074,10234,Undirected,1
3074,10004,Undirected,1
3074,10516,Undirected,1
1417,10166,Undirected,1
1417,10657,Undirected,1
912,10022,Undirected,1
912,10657,Undirected,1
912,10459,Undirected,1
912,10151,Undirected,1
1329,10249,Undirected,1
2592,10062,Undirected,1
1644,10741,Undirected,1
1644,10664,Undirected,1
1644,10093,Undirected,1
1644,10079,Undirected,1
1644,10007,Undirected,1
1644,10387,Undirected,1
1644,10098,Undirected,1
1644,10514,Undirected,1
1306,10022,Undirected,1
1306,10065,Undirected,1
1306,10628,Undirected,1
1306,10061,Undirected,1
1306,10400,Undirected,1
1306,10460,Undirected,1
1725,10200,Undirected,1
1725,10199,Undirected,1
162,10241,Undirected,1
574,10624,Undirected,1
574,10527,Undirected,1
3051,10428,Undirected,1
3051,10429,Undirected,1
3051,10422,Undirected,1
3051,10094,Undirected,1
3051,10775,Undirected,1
1147,10252,Undirected,1
1147,10242,Undirected,1
1147,10082,Undirected,1
1147,10291,Undirected,1
1147,10219,Undirected,1
1147,10455,Undirected,1
3266,10520,Undirected,1
3266,10509,Undirected,1
80,10000,Undirected,1
80,10457,Undirected,1
1485,10662,Undirected,1
1485,10227,Undirected,1
1485,10599,Undirected,1
1485,10295,Undirected,1
1485,10191,Undirected,1
1485,10013,Undirected,1
1485,10605,Undirected,1
1485,10737,Undirected,1
