Source,Target,Type,Weight
751,10386,Undirected,1
2743,10066,Undirected,1
1459,10210,Undirected,1
282,10446,Undirected,1
282,10445,Undirected,1
1414,10714,Undirected,1
1414,10715,Undirected,1
1414,10496,Undirected,1
1414,10713,Undirected,1
1414,10197,Undirected,1
1414,10712,Undirected,1
1978,10429,Undirected,1
1978,10092,Undirected,1
3194,10618,Undirected,1
2934,10142,Undirected,1
2934,10520,Undirected,1
1662,10524,Undirected,1
1662,10649,Undirected,1
1662,10052,Undirected,1
1662,10091,Undirected,1
1662,10624,Undirected,1
132,10313,Undirected,1
3387,10500,Undirected,1
2832,10445,Undirected,1
2832,10446,Undirected,1
781,10313,Undirected,1
781,10290,Undirected,1
781,10066,Undirected,1
238,10189,Undirected,1
238,10414,Undirected,1
238,10489,Undirected,1
3232,10300,Undirected,1
1248,10517,Undirected,1
1248,10742,Undirected,1
3261,10338,Undirected,1
904,10517,Undirected,1
904,10742,Undirected,1
623,10152,Undirected,1
623,10287,Undirected,1
623,10678,Undirected,1
2095,10022,Undirected,1
2714,10151,Undirected,1
2618,10031,Undirected,1
3211,10433,Undirected,1
3211,10146,Undirected,1
1268,10164,Undirected,1
2309,10103,Undirected,1
2309,10522,Undirected,1
1507,10744,Undirected,1
1317,10120,Undirected,1
1317,10061,Undirected,1
2595,10512,Undirected,1
2595,10586,Undirected,1
2595,10107,Undirected,1
2653,10019,Undirected,1
2653,10500,Undirected,1
2442,10406,Undirected,1
1827,10524,Undirected,1
1827,10414,Undirected,1
1050,10151,Undirected,1
1050,10154,Undirected,1
1702,10092,Undirected,1
3273,10206,Undirected,1
2790,10114,Undirected,1
320,10200,Undirected,1
219,10295,Undirected,1
1700,10416,Undirected,1
1700,10415,Undirected,1
1951,10432,Undirected,1
2285,10627,Undirected,1
2285,10509,Undirected,1
2941,10200,Undirected,1
3218,10664,Undirected,1
3218,10079,Undirected,1
3218,10007,Undirected,1
2668,10378,Undirected,1
2668,10207,Undirected,1
2668,10167,Undirected,1
2668,10296,Undirected,1
2668,10725,Undirected,1
1473,10313,Undirected,1
3111,10282,Undirected,1
3111,10575,Undirected,1
349,10630,Undirected,1
349,10007,Undirected,1
1518,10139,Undirected,1
1158,10568,Undirected,1
2416,10722,Undirected,1
1095,10313,Undirected,1
1095,10393,Undirected,1
1095,10339,Undirected,1
1095,10201,Undirected,1
1559,10367,Undirected,1
645,10166,Undirected,1
1199,10027,Undirected,1
1199,10527,Undirected,1
2086,10509,Undirected,1
2086,10520,Undirected,1
2086,10164,Undirected,1
2086,10641,Undirected,1
2086,10077,Undirected,1
2086,10278,Undirected,1
2086,10702,Undirected,1
2086,10141,Undirected,1
2086,10445,Undirected,1
181,10612,Undirected,1
2576,10368,Undirected,1
909,10157,Undirected,1
909,10570,Undirected,1
354,10741,Undirected,1
354,10560,Undirected,1
354,10109,Undirected,1
354,10719,Undirected,1
354,10658,Undirected,1
354,10079,Undirected,1
354,10133,Undirected,1
354,10119,Undirected,1
354,10553,Undirected,1
290,10062,Undirected,1
194,10189,Undirected,1
194,10052,Undirected,1
839,10628,Undirected,1
3373,10432,Undirected,1
1206,10200,Undirected,1
1206,10199,Undirected,1
1338,10203,Undirected,1
1338,10624,Undirected,1
3085,10313,Undirected,1
2878,10041,Undirected,1
2449,10442,Undirected,1
518,10648,Undirected,1
3113,10118,Undirected,1
3113,10120,Undirected,1
1750,10041,Undirected,1
1596,10765,Undirected,1
1596,10489,Undirected,1
248,10771,Undirected,1
2128,10708,Undirected,1
2128,10297,Undirected,1
2128,10301,Undirected,1
2827,10114,Undirected,1
2666,10731,Undirected,1
1313,10787,Undirected,1
1313,10760,Undirected,1
507,10288,Undirected,1
2176,10446,Undirected,1
2176,10445,Undirected,1
33,10151,Undirected,1
33,10366,Undirected,1
92,10657,Undirected,1
878,10091,Undirected,1
878,10638,Undirected,1
878,10649,Undirected,1
878,10650,Undirected,1
3283,10561,Undirected,1
2675,10091,Undirected,1
2675,10639,Undirected,1
1216,10361,Undirected,1
1216,10252,Undirected,1
1216,10023,Undirected,1
1216,10746,Undirected,1
1216,10218,Undirected,1
233,10756,Undirected,1
233,10461,Undirected,1
1232,10568,Undirected,1
1232,10069,Undirected,1
2506,10584,Undirected,1
1152,10568,Undirected,1
1152,10320,Undirected,1
1152,10427,Undirected,1
642,10228,Undirected,1
1845,10750,Undirected,1
681,10761,Undirected,1
1146,10650,Undirected,1
2227,10191,Undirected,1
2227,10605,Undirected,1
2023,10313,Undirected,1
2004,10092,Undirected,1
2004,10561,Undirected,1
789,10443,Undirected,1
789,10627,Undirected,1
789,10780,Undirected,1
789,10024,Undirected,1
660,10378,Undirected,1
660,10167,Undirected,1
3257,10700,Undirected,1
3257,10212,Undirected,1
3257,10483,Undirected,1
1207,10202,Undirected,1
1207,10413,Undirected,1
1207,10412,Undirected,1
2031,10520,Undirected,1
2031,10542,Undirected,1
599,10744,Undirected,1
599,10658,Undirected,1
599,10093,Undirected,1
599,10109,Undirected,1
599,10514,Undirected,1
599,10632,Undirected,1
599,10560,Undirected,1
1092,10282,Undirected,1
1092,10575,Undirected,1
1092,10488,Undirected,1
2607,10118,Undirected,1
2607,10365,Undirected,1
3381,10387,Undirected,1
3381,10179,Undirected,1
2623,10204,Undirected,1
2623,10616,Undirected,1
3118,10165,Undirected,1
1593,10639,Undirected,1
669,10371,Undirected,1
1543,10209,Undirected,1
1543,10725,Undirected,1
1543,10208,Undirected,1
1543,10207,Undirected,1
374,10167,Undirected,1
374,10734,Undirected,1
374,10735,Undirected,1
10,10103,Undirected,1
10,10522,Undirected,1
1881,10166,Undirected,1
575,10022,Undirected,1
176,10357,Undirected,1
176,10216,Undirected,1
851,10517,Undirected,1
851,10742,Undirected,1
3010,10375,Undirected,1
269,10169,Undirected,1
269,10736,Undirected,1
269,10734,Undirected,1
285,10368,Undirected,1
3251,10075,Undirected,1
3251,10757,Undirected,1
158,10270,Undirected,1
1007,10123,Undirected,1
1007,10103,Undirected,1
1007,10411,Undirected,1
546,10206,Undirected,1
3208,10628,Undirected,1
3208,10460,Undirected,1
3208,10022,Undirected,1
1849,10212,Undirected,1
150,10114,Undirected,1
1632,10092,Undirected,1
1632,10429,Undirected,1
2716,10066,Undirected,1
3151,10612,Undirected,1
3392,10157,Undirected,1
3392,10376,Undirected,1
2380,10268,Undirected,1
1266,10081,Undirected,1
410,10007,Undirected,1
1918,10052,Undirected,1
674,10303,Undirected,1
2259,10657,Undirected,1
1995,10565,Undirected,1
1995,10087,Undirected,1
1995,10313,Undirected,1
2984,10165,Undirected,1
2818,10459,Undirected,1
2244,10432,Undirected,1
1347,10591,Undirected,1
806,10599,Undirected,1
2860,10241,Undirected,1
1631,10092,Undirected,1
2789,10195,Undirected,1
1823,10004,Undirected,1
2547,10119,Undirected,1
2547,10061,Undirected,1
2547,10120,Undirected,1
2269,10092,Undirected,1
2269,10004,Undirected,1
2277,10222,Undirected,1
361,10092,Undirected,1
2704,10735,Undirected,1
494,10459,Undirected,1
494,10022,Undirected,1
1679,10392,Undirected,1
957,10520,Undirected,1
957,10042,Undirected,1
957,10142,Undirected,1
271,10212,Undirected,1
2566,10555,Undirected,1
1690,10298,Undirected,1
1690,10282,Undirected,1
2020,10092,Undirected,1
2515,10313,Undirected,1
1181,10282,Undirected,1
2146,10092,Undirected,1
1453,10365,Undirected,1
1453,10752,Undirected,1
1072,10595,Undirected,1
661,10212,Undirected,1
661,10509,Undirected,1
2188,10282,Undirected,1
1698,10200,Undirected,1
1698,10199,Undirected,1
1281,10207,Undirected,1
3099,10092,Undirected,1
3083,10052,Undirected,1
286,10380,Undirected,1
704,10007,Undirected,1
184,10004,Undirected,1
184,10092,Undirected,1
2320,10143,Undirected,1
2081,10027,Undirected,1
1883,10166,Undirected,1
2251,10612,Undirected,1
1619,10562,Undirected,1
3320,10156,Undirected,1
678,10513,Undirected,1
678,10514,Undirected,1
3276,10738,Undirected,1
3276,10284,Undirected,1
1401,10200,Undirected,1
991,10288,Undirected,1
1870,10461,Undirected,1
1870,10438,Undirected,1
593,10241,Undirected,1
2514,10618,Undirected,1
3340,10092,Undirected,1
709,10046,Undirected,1
709,10278,Undirected,1
709,10520,Undirected,1
709,10627,Undirected,1
3394,10498,Undirected,1
3394,10155,Undirected,1
842,10234,Undirected,1
842,10045,Undirected,1
842,10785,Undirected,1
2729,10771,Undirected,1
2101,10761,Undirected,1
670,10321,Undirected,1
670,10682,Undirected,1
670,10252,Undirected,1
459,10092,Undirected,1
2509,10221,Undirected,1
2509,10574,Undirected,1
352,10313,Undirected,1
446,10509,Undirected,1
428,10400,Undirected,1
428,10195,Undirected,1
428,10191,Undirected,1
428,10365,Undirected,1
428,10065,Undirected,1
1104,10527,Undirected,1
166,10313,Undirected,1
166,10201,Undirected,1
166,10290,Undirected,1
1932,10792,Undirected,1
554,10092,Undirected,1
554,10004,Undirected,1
316,10627,Undirected,1
1031,10158,Undirected,1
283,10520,Undirected,1
283,10446,Undirected,1
2124,10771,Undirected,1
2124,10440,Undirected,1
1035,10195,Undirected,1
2865,10808,Undirected,1
287,10520,Undirected,1
376,10092,Undirected,1
376,10004,Undirected,1
850,10038,Undirected,1
850,10039,Undirected,1
140,10022,Undirected,1
3354,10206,Undirected,1
3354,10194,Undirected,1
1450,10591,Undirected,1
3028,10278,Undirected,1
3028,10627,Undirected,1
632,10166,Undirected,1
2799,10657,Undirected,1
2578,10378,Undirected,1
2578,10167,Undirected,1
856,10300,Undirected,1
2192,10200,Undirected,1
1354,10100,Undirected,1
2150,10379,Undirected,1
1933,10793,Undirected,1
788,10737,Undirected,1
2241,10007,Undirected,1
752,10552,Undirected,1
752,10220,Undirected,1
2163,10178,Undirected,1
2163,10645,Undirected,1
1406,10521,Undirected,1
1406,10432,Undirected,1
88,10061,Undirected,1
2772,10647,Undirected,1
1056,10368,Undirected,1
3377,10310,Undirected,1
1667,10689,Undirected,1
411,10520,Undirected,1
411,10599,Undirected,1
411,10506,Undirected,1
411,10150,Undirected,1
411,10719,Undirected,1
411,10674,Undirected,1
2776,10020,Undirected,1
2776,10052,Undirected,1
3243,10298,Undirected,1
783,10151,Undirected,1
2583,10313,Undirected,1
28,10288,Undirected,1
637,10674,Undirected,1
637,10719,Undirected,1
3186,10052,Undirected,1
1057,10282,Undirected,1
1057,10488,Undirected,1
2840,10605,Undirected,1
2797,10627,Undirected,1
1626,10200,Undirected,1
1102,10092,Undirected,1
2801,10527,Undirected,1
2501,10313,Undirected,1
2501,10433,Undirected,1
1872,10092,Undirected,1
1310,10367,Undirected,1
668,10496,Undirected,1
668,10495,Undirected,1
668,10716,Undirected,1
124,10443,Undirected,1
1492,10195,Undirected,1
105,10459,Undirected,1
171,10252,Undirected,1
171,10254,Undirected,1
2708,10302,Undirected,1
2924,10605,Undirected,1
2924,10557,Undirected,1
24,10432,Undirected,1
24,10520,Undirected,1
1413,10496,Undirected,1
1413,10197,Undirected,1
1413,10713,Undirected,1
273,10189,Undirected,1
573,10527,Undirected,1
1426,10105,Undirected,1
2238,10015,Undirected,1
443,10212,Undirected,1
1285,10061,Undirected,1
375,10194,Undirected,1
82,10612,Undirected,1
1687,10649,Undirected,1
1074,10092,Undirected,1
1218,10150,Undirected,1
1218,10306,Undirected,1
1218,10308,Undirected,1
556,10735,Undirected,1
556,10734,Undirected,1
963,10389,Undirected,1
3231,10451,Undirected,1
2641,10527,Undirected,1
3050,10313,Undirected,1
112,10555,Undirected,1
112,10056,Undirected,1
112,10172,Undirected,1
56,10247,Undirected,1
56,10006,Undirected,1
56,10205,Undirected,1
3122,10520,Undirected,1
652,10022,Undirected,1
652,10151,Undirected,1
1044,10313,Undirected,1
1044,10228,Undirected,1
344,10157,Undirected,1
2143,10618,Undirected,1
2143,10313,Undirected,1
979,10596,Undirected,1
979,10517,Undirected,1
2584,10055,Undirected,1
2531,10607,Undirected,1
697,10158,Undirected,1
2929,10321,Undirected,1
2929,10682,Undirected,1
1135,10105,Undirected,1
2493,10282,Undirected,1
685,10745,Undirected,1
1828,10270,Undirected,1
1828,10375,Undirected,1
95,10368,Undirected,1
653,10658,Undirected,1
653,10022,Undirected,1
3153,10003,Undirected,1
766,10761,Undirected,1
1444,10633,Undirected,1
1444,10105,Undirected,1
1444,10103,Undirected,1
2194,10200,Undirected,1
2194,10199,Undirected,1
2742,10599,Undirected,1
1139,10109,Undirected,1
1666,10277,Undirected,1
2084,10250,Undirected,1
1897,10047,Undirected,1
1897,10765,Undirected,1
1615,10197,Undirected,1
1615,10318,Undirected,1
1615,10496,Undirected,1
1615,10750,Undirected,1
1615,10125,Undirected,1
1615,10495,Undirected,1
1615,10677,Undirected,1
1615,10058,Undirected,1
1615,10806,Undirected,1
187,10744,Undirected,1
755,10375,Undirected,1
755,10269,Undirected,1
755,10271,Undirected,1
438,10216,Undirected,1
2421,10387,Undirected,1
2911,10199,Undirected,1
1103,10605,Undirected,1
1103,10557,Undirected,1
1711,10302,Undirected,1
949,10662,Undirected,1
949,10227,Undirected,1
48,10366,Undirected,1
48,10520,Undirected,1
48,10288,Undirected,1
2041,10151,Undirected,1
557,10737,Undirected,1
769,10303,Undirected,1
2135,10314,Undirected,1
2135,10330,Undirected,1
2993,10534,Undirected,1
3334,10515,Undirected,1
2351,10277,Undirected,1
1567,10200,Undirected,1
1567,10199,Undirected,1
47,10288,Undirected,1
2921,10215,Undirected,1
2921,10249,Undirected,1
471,10774,Undirected,1
200,10784,Undirected,1
3041,10228,Undirected,1
3041,10313,Undirected,1
2731,10736,Undirected,1
2731,10734,Undirected,1
2731,10169,Undirected,1
2731,10735,Undirected,1
687,10283,Undirected,1
1796,10314,Undirected,1
486,10557,Undirected,1
2159,10290,Undirected,1
2159,10043,Undirected,1
2159,10044,Undirected,1
1392,10347,Undirected,1
1392,10212,Undirected,1
3306,10645,Undirected,1
992,10509,Undirected,1
992,10520,Undirected,1
2894,10007,Undirected,1
1925,10448,Undirected,1
2424,10092,Undirected,1
85,10007,Undirected,1
2962,10300,Undirected,1
2229,10300,Undirected,1
2177,10007,Undirected,1
2385,10607,Undirected,1
2385,10091,Undirected,1
2794,10254,Undirected,1
2794,10805,Undirected,1
2333,10337,Undirected,1
1398,10200,Undirected,1
1949,10158,Undirected,1
2317,10378,Undirected,1
2317,10217,Undirected,1
1983,10574,Undirected,1
1983,10221,Undirected,1
1983,10354,Undirected,1
1578,10199,Undirected,1
1578,10370,Undirected,1
1440,10760,Undirected,1
3056,10633,Undirected,1
3056,10103,Undirected,1
3056,10104,Undirected,1
3056,10105,Undirected,1
1993,10052,Undirected,1
521,10750,Undirected,1
188,10177,Undirected,1
497,10166,Undirected,1
827,10101,Undirected,1
827,10443,Undirected,1
827,10764,Undirected,1
827,10140,Undirected,1
2995,10061,Undirected,1
2995,10062,Undirected,1
1039,10142,Undirected,1
1039,10520,Undirected,1
2286,10142,Undirected,1
1003,10337,Undirected,1
641,10440,Undirected,1
641,10268,Undirected,1
641,10544,Undirected,1
641,10661,Undirected,1
143,10022,Undirected,1
1161,10320,Undirected,1
2445,10157,Undirected,1
2833,10520,Undirected,1
2833,10446,Undirected,1
510,10520,Undirected,1
1991,10302,Undirected,1
3105,10295,Undirected,1
1705,10156,Undirected,1
2217,10282,Undirected,1
2161,10252,Undirected,1
2161,10682,Undirected,1
367,10080,Undirected,1
3247,10250,Undirected,1
2457,10548,Undirected,1
1877,10061,Undirected,1
1877,10062,Undirected,1
565,10520,Undirected,1
2480,10568,Undirected,1
1548,10461,Undirected,1
3287,10216,Undirected,1
419,10007,Undirected,1
1792,10092,Undirected,1
3,10282,Undirected,1
2315,10228,Undirected,1
1346,10138,Undirected,1
1346,10591,Undirected,1
3351,10142,Undirected,1
3351,10520,Undirected,1
152,10200,Undirected,1
2713,10562,Undirected,1
2713,10452,Undirected,1
17,10061,Undirected,1
1396,10212,Undirected,1
2078,10520,Undirected,1
425,10157,Undirected,1
2364,10302,Undirected,1
1669,10464,Undirected,1
1669,10463,Undirected,1
889,10227,Undirected,1
2661,10358,Undirected,1
836,10300,Undirected,1
1671,10212,Undirected,1
3185,10432,Undirected,1
2374,10207,Undirected,1
2374,10361,Undirected,1
2374,10209,Undirected,1
2842,10066,Undirected,1
3032,10506,Undirected,1
2920,10249,Undirected,1
2164,10178,Undirected,1
2612,10300,Undirected,1
2816,10063,Undirected,1
536,10483,Undirected,1
536,10691,Undirected,1
536,10433,Undirected,1
536,10146,Undirected,1
536,10313,Undirected,1
86,10103,Undirected,1
86,10411,Undirected,1
86,10123,Undirected,1
1049,10303,Undirected,1
1771,10341,Undirected,1
1771,10332,Undirected,1
1355,10100,Undirected,1
1355,10160,Undirected,1
1178,10650,Undirected,1
1563,10433,Undirected,1
700,10664,Undirected,1
700,10098,Undirected,1
700,10079,Undirected,1
1362,10522,Undirected,1
1362,10105,Undirected,1
1942,10432,Undirected,1
2367,10368,Undirected,1
2470,10761,Undirected,1
2471,10227,Undirected,1
1586,10368,Undirected,1
2883,10459,Undirected,1
99,10412,Undirected,1
99,10413,Undirected,1
99,10202,Undirected,1
488,10570,Undirected,1
2910,10199,Undirected,1
2910,10200,Undirected,1
1064,10660,Undirected,1
1064,10386,Undirected,1
1064,10084,Undirected,1
1064,10008,Undirected,1
932,10650,Undirected,1
932,10446,Undirected,1
390,10378,Undirected,1
1046,10007,Undirected,1
2483,10761,Undirected,1
527,10303,Undirected,1
231,10808,Undirected,1
2847,10120,Undirected,1
1966,10315,Undirected,1
1966,10314,Undirected,1
920,10216,Undirected,1
213,10744,Undirected,1
213,10424,Undirected,1
2059,10621,Undirected,1
2059,10196,Undirected,1
539,10512,Undirected,1
1441,10377,Undirected,1
1441,10760,Undirected,1
2605,10207,Undirected,1
1604,10282,Undirected,1
530,10313,Undirected,1
9,10774,Undirected,1
9,10132,Undirected,1
426,10157,Undirected,1
1510,10249,Undirected,1
173,10061,Undirected,1
173,10119,Undirected,1
1686,10091,Undirected,1
2332,10613,Undirected,1
492,10166,Undirected,1
1186,10000,Undirected,1
1186,10457,Undirected,1
1847,10605,Undirected,1
264,10012,Undirected,1
773,10160,Undirected,1
3293,10520,Undirected,1
3293,10142,Undirected,1
3141,10118,Undirected,1
763,10368,Undirected,1
2324,10152,Undirected,1
508,10571,Undirected,1
508,10406,Undirected,1
3295,10627,Undirected,1
910,10365,Undirected,1
910,10463,Undirected,1
2642,10313,Undirected,1
2118,10570,Undirected,1
2118,10569,Undirected,1
50,10657,Undirected,1
633,10021,Undirected,1
633,10022,Undirected,1
633,10746,Undirected,1
190,10212,Undirected,1
2151,10515,Undirected,1
2478,10518,Undirected,1
2478,10489,Undirected,1
852,10282,Undirected,1
1701,10092,Undirected,1
804,10485,Undirected,1
821,10000,Undirected,1
1343,10117,Undirected,1
1267,10079,Undirected,1
814,10092,Undirected,1
3312,10114,Undirected,1
3260,10591,Undirected,1
2219,10568,Undirected,1
927,10165,Undirected,1
927,10151,Undirected,1
1053,10313,Undirected,1
107,10380,Undirected,1
1334,10282,Undirected,1
2517,10037,Undirected,1
2517,10039,Undirected,1
1652,10041,Undirected,1
1990,10158,Undirected,1
1990,10361,Undirected,1
1990,10007,Undirected,1
938,10350,Undirected,1
1263,10303,Undirected,1
2669,10777,Undirected,1
726,10506,Undirected,1
2487,10252,Undirected,1
2460,10199,Undirected,1
1034,10120,Undirected,1
259,10184,Undirected,1
259,10180,Undirected,1
2822,10329,Undirected,1
2305,10100,Undirected,1
2305,10158,Undirected,1
245,10000,Undirected,1
2278,10509,Undirected,1
1371,10092,Undirected,1
2764,10459,Undirected,1
2764,10022,Undirected,1
362,10314,Undirected,1
1867,10189,Undirected,1
1867,10414,Undirected,1
1867,10524,Undirected,1
1613,10270,Undirected,1
2627,10366,Undirected,1
2627,10693,Undirected,1
218,10680,Undirected,1
218,10627,Undirected,1
218,10640,Undirected,1
1002,10270,Undirected,1
3049,10290,Undirected,1
3004,10066,Undirected,1
135,10151,Undirected,1
135,10657,Undirected,1
561,10166,Undirected,1
1676,10216,Undirected,1
1975,10206,Undirected,1
2856,10527,Undirected,1
304,10208,Undirected,1
304,10209,Undirected,1
379,10200,Undirected,1
1806,10648,Undirected,1
1806,10052,Undirected,1
1806,10524,Undirected,1
108,10061,Undirected,1
3086,10052,Undirected,1
3086,10639,Undirected,1
873,10735,Undirected,1
873,10734,Undirected,1
865,10631,Undirected,1
2294,10520,Undirected,1
976,10055,Undirected,1
3214,10012,Undirected,1
3009,10270,Undirected,1
2126,10282,Undirected,1
1320,10370,Undirected,1
2914,10234,Undirected,1
32,10580,Undirected,1
1099,10282,Undirected,1
1603,10377,Undirected,1
2997,10212,Undirected,1
468,10612,Undirected,1
496,10120,Undirected,1
2571,10415,Undirected,1
2402,10650,Undirected,1
2402,10240,Undirected,1
618,10389,Undirected,1
1691,10282,Undirected,1
232,10514,Undirected,1
2611,10153,Undirected,1
1302,10607,Undirected,1
1801,10658,Undirected,1
1047,10774,Undirected,1
1047,10132,Undirected,1
860,10509,Undirected,1
860,10627,Undirected,1
2946,10173,Undirected,1
2166,10338,Undirected,1
18,10290,Undirected,1
3000,10607,Undirected,1
1013,10756,Undirected,1
2106,10607,Undirected,1
3147,10368,Undirected,1
1458,10808,Undirected,1
2045,10247,Undirected,1
1026,10761,Undirected,1
1820,10314,Undirected,1
1820,10315,Undirected,1
3404,10368,Undirected,1
3242,10282,Undirected,1
2433,10443,Undirected,1
156,10464,Undirected,1
2304,10100,Undirected,1
2304,10259,Undirected,1
3117,10165,Undirected,1
883,10365,Undirected,1
883,10627,Undirected,1
883,10509,Undirected,1
1575,10200,Undirected,1
1575,10199,Undirected,1
2826,10690,Undirected,1
1821,10341,Undirected,1
1821,10212,Undirected,1
2779,10716,Undirected,1
1882,10520,Undirected,1
1078,10358,Undirected,1
1078,10706,Undirected,1
3402,10595,Undirected,1
104,10459,Undirected,1
2851,10520,Undirected,1
442,10409,Undirected,1
442,10079,Undirected,1
1784,10191,Undirected,1
1784,10227,Undirected,1
2451,10542,Undirected,1
137,10022,Undirected,1
2209,10171,Undirected,1
221,10542,Undirected,1
221,10288,Undirected,1
221,10520,Undirected,1
221,10445,Undirected,1
3018,10282,Undirected,1
2203,10216,Undirected,1
1014,10756,Undirected,1
1014,10438,Undirected,1
1210,10249,Undirected,1
2029,10209,Undirected,1
2029,10208,Undirected,1
929,10653,Undirected,1
2299,10037,Undirected,1
1759,10509,Undirected,1
1577,10200,Undirected,1
1577,10199,Undirected,1
3341,10143,Undirected,1
469,10140,Undirected,1
1229,10618,Undirected,1
1229,10313,Undirected,1
1638,10282,Undirected,1
1196,10288,Undirected,1
1196,10368,Undirected,1
1274,10158,Undirected,1
2014,10639,Undirected,1
327,10216,Undirected,1
1568,10199,Undirected,1
1568,10200,Undirected,1
3302,10200,Undirected,1
948,10145,Undirected,1
607,10741,Undirected,1
607,10109,Undirected,1
607,10658,Undirected,1
607,10560,Undirected,1
607,10719,Undirected,1
607,10093,Undirected,1
3045,10612,Undirected,1
2440,10321,Undirected,1
2521,10529,Undirected,1
2521,10527,Undirected,1
2521,10248,Undirected,1
2913,10400,Undirected,1
2913,10191,Undirected,1
2267,10092,Undirected,1
2235,10022,Undirected,1
461,10216,Undirected,1
2275,10100,Undirected,1
735,10282,Undirected,1
3355,10760,Undirected,1
3308,10062,Undirected,1
2371,10252,Undirected,1
2371,10218,Undirected,1
2371,10746,Undirected,1
2371,10538,Undirected,1
2951,10105,Undirected,1
2951,10485,Undirected,1
2951,10103,Undirected,1
2951,10515,Undirected,1
1282,10574,Undirected,1
2026,10093,Undirected,1
841,10241,Undirected,1
2116,10358,Undirected,1
2116,10605,Undirected,1
2116,10507,Undirected,1
2218,10744,Undirected,1
2218,10162,Undirected,1
2218,10725,Undirected,1
2218,10122,Undirected,1
2218,10514,Undirected,1
846,10796,Undirected,1
2461,10195,Undirected,1
2461,10295,Undirected,1
2915,10200,Undirected,1
2511,10377,Undirected,1
764,10461,Undirected,1
3136,10520,Undirected,1
3136,10627,Undirected,1
2381,10313,Undirected,1
326,10348,Undirected,1
2614,10443,Undirected,1
1487,10514,Undirected,1
1487,10513,Undirected,1
1487,10157,Undirected,1
3120,10313,Undirected,1
1635,10092,Undirected,1
2500,10520,Undirected,1
2500,10142,Undirected,1
2940,10761,Undirected,1
189,10228,Undirected,1
189,10313,Undirected,1
1787,10092,Undirected,1
1794,10207,Undirected,1
1959,10228,Undirected,1
195,10052,Undirected,1
2434,10313,Undirected,1
2434,10618,Undirected,1
3378,10310,Undirected,1
1394,10200,Undirected,1
61,10459,Undirected,1
2574,10483,Undirected,1
2413,10771,Undirected,1
651,10657,Undirected,1
651,10022,Undirected,1
1019,10461,Undirected,1
1583,10420,Undirected,1
1583,10300,Undirected,1
164,10432,Undirected,1
2532,10706,Undirected,1
1969,10512,Undirected,1
598,10663,Undirected,1
598,10109,Undirected,1
2942,10340,Undirected,1
682,10761,Undirected,1
3195,10201,Undirected,1
2165,10645,Undirected,1
2165,10714,Undirected,1
1433,10227,Undirected,1
1433,10191,Undirected,1
1127,10037,Undirected,1
820,10094,Undirected,1
3096,10024,Undirected,1
64,10007,Undirected,1
2422,10286,Undirected,1
183,10092,Undirected,1
1422,10443,Undirected,1
2572,10022,Undirected,1
1936,10204,Undirected,1
3405,10092,Undirected,1
531,10432,Undirected,1
531,10146,Undirected,1
1244,10377,Undirected,1
2179,10313,Undirected,1
547,10757,Undirected,1
2665,10627,Undirected,1
1772,10212,Undirected,1
1778,10744,Undirected,1
971,10022,Undirected,1
886,10348,Undirected,1
3061,10595,Undirected,1
467,10442,Undirected,1
1431,10100,Undirected,1
1172,10092,Undirected,1
2634,10612,Undirected,1
1120,10156,Undirected,1
431,10443,Undirected,1
3097,10595,Undirected,1
782,10691,Undirected,1
782,10043,Undirected,1
782,10313,Undirected,1
782,10433,Undirected,1
2902,10109,Undirected,1
2902,10514,Undirected,1
2902,10632,Undirected,1
2902,10744,Undirected,1
2902,10658,Undirected,1
491,10166,Undirected,1
1247,10377,Undirected,1
1917,10060,Undirected,1
329,10619,Undirected,1
329,10762,Undirected,1
202,10313,Undirected,1
695,10459,Undirected,1
1764,10079,Undirected,1
65,10151,Undirected,1
65,10022,Undirected,1
2497,10151,Undirected,1
1358,10254,Undirected,1
1358,10252,Undirected,1
1880,10037,Undirected,1
2412,10386,Undirected,1
2412,10008,Undirected,1
2430,10101,Undirected,1
2167,10103,Undirected,1
1128,10612,Undirected,1
1269,10517,Undirected,1
1269,10224,Undirected,1
3201,10336,Undirected,1
1069,10568,Undirected,1
234,10517,Undirected,1
2559,10605,Undirected,1
2559,10191,Undirected,1
1372,10092,Undirected,1
1241,10037,Undirected,1
1545,10207,Undirected,1
2357,10766,Undirected,1
564,10313,Undirected,1
1405,10348,Undirected,1
1381,10443,Undirected,1
3328,10650,Undirected,1
1890,10212,Undirected,1
2998,10041,Undirected,1
2297,10520,Undirected,1
2297,10142,Undirected,1
1001,10270,Undirected,1
1601,10152,Undirected,1
1817,10157,Undirected,1
683,10158,Undirected,1
2131,10252,Undirected,1
742,10151,Undirected,1
832,10198,Undirected,1
3014,10180,Undirected,1
2112,10156,Undirected,1
2171,10459,Undirected,1
1731,10624,Undirected,1
2771,10159,Undirected,1
3203,10421,Undirected,1
1133,10432,Undirected,1
2975,10750,Undirected,1
1195,10520,Undirected,1
612,10346,Undirected,1
1284,10061,Undirected,1
2068,10786,Undirected,1
2068,10463,Undirected,1
109,10191,Undirected,1
2237,10097,Undirected,1
475,10577,Undirected,1
3268,10756,Undirected,1
2342,10644,Undirected,1
1616,10290,Undirected,1
1985,10520,Undirected,1
2891,10744,Undirected,1
2115,10157,Undirected,1
3240,10123,Undirected,1
3240,10484,Undirected,1
3240,10442,Undirected,1
2405,10212,Undirected,1
